,Product,Consumer_complaint_narrative,category_id
413,Debt collection,"XXXX XXXX XXXX XXXX XXXX XXXX XXXX, GA XXXX CREDIT MANAGEMENT LP XXXX XXXX XXXX XXXX, TX XXXX ( XXXX ) XXXX RE : Account # XXXX To Whom It May Concern : This letter is being sent to you in response to notices sent to me from your company and more importantly, due to your erroneous reporting to the Credit Bureau { s }, the highly negative impact on my personal credit report. Please be advised that this is not a refusal to pay, but a notice sent pursuant to the Fair Debt Collection Practices Act, 15 USC 1692g Sec. 809 { b } that your claim is disputed and validation is requested. 

This is NOT a request for verification or proof of my mailing address, but a request for VALIDATION made pursuant to the above-named Title and Section. I respectfully request that your offices provide me with competent evidence that I have any legal obligation to pay you. 

Please provide me with the following : What the money you say I owe is for : Explain and show me how you calculated what you say I owe : Provide me with copies of any papers that show I agreed to pay what you say I owe : Provide a verification or copy of any judgment if applicable : Identify the original creditor : Prove the Statute of Limitations has not expired on this account : Show me the you are licensed to collect in my state : Provide me with your license numbers and Registered Agent or Agent of Service : At this time, I will also inform you that if your offices have reported invalidated information to any of the 3 major Credit Bureaus { XXXX, XXXX or XXXX } this action might constitute fraud under both Federal and State Laws. Due to this fact, if any negative mark is found on any of my credit reports by your company or the company that you represent, I will not hesitate to bring legal action against you for the following : Violation of the Fair Credit Reporting Act Violation of the Fair Debt Collection Practices Act Defamation of Character If your offices can provide proper documentation as requested in the following Declaration, I will require at least 30 days to investigate this information and during such time all collection activity must cease and desist. 

Also, during this validation period, if any action is taken which could be considered detrimental to any of my credit reports, I will consult with my legal counsel for suit. This includes listing any information with a credit reporting repository that could be inaccurate or invalidated or verifying an account as accurate, when in fact there is no provided proof that it is accurate. 

If your company fails to respond to this validation request within 30 days from the date of your receipt, all references to this account must be deleted and completely removed from my credit report and a copy of such deletion { to any/all of the 3 major credit reporting bureaus : XXXX, XXXX and XXXX } request shall be sent to me immediately. 

I would also like to request, in writing, that no telephone contact be made by your company to my home or my place of employment. If your offices attempt telephone communication with me, including but not limited to computer generated calls and calls or correspondence sent to or with any third parties, it will be considered harassment and I will have no choice but to file suit. All future communications with me MUST be done in writing and sent to the address noted in this letter by USPS. 

It would be advisable that you assure your records are in order before I am forced to take legal action against your company and your client. This is an attempt to correct your records, any information obtained shall be used for that purpose. 


Best Regards, XXXX XXXX",6
416,Debt collection,"Around XX/XX/2018, there was were faulty plumbing, wiring, and heating unit issues in the property I was renting/leasing at the time. I was told by the landlord that it would get taken care of immediately. It never get taken care of, as a result, the electric bill for one month alone was over {$1000.00} due to these faulty issues. The landlord was supposed to pay this bill, since it was his fault. However, instead this was charged to me. I was not informed this would affect my credit, but since I could not get any hep from the landlord, I did my best to pay this debt anyway. I never received any notice that this would be transferred to collections. However, when collections did call me earlier this year, I still attempted to settle the debt by getting on a payment plan for the sake of my credit. They told me that this would not be reported negatively on my credit report if I began a payment plan. So I proceeded. I have discovered that that they STILL reported negatively on my credit report, and this is hurting me terribly. All this for a debt I do not even owe. I can not get any help on this matter from the company collecting the debt currently listed on my credit report CREDIT MANAGEMENT LP. I also could not get help from XXXX XXXX XXXX who initially charged me such an outrageous bill from a faulty home that the landlord was supposed to repair. I was never even notified in writing about the outstanding balance or that it would be sent to collections. I spite of all this, I am still on the payment plan and am working to pay off this debt I should not owe as agreed when promised it would not affect my credit report if I took action. With that said, I would like to please get this negative remark removed from my credit report ASAP. Although I wish I did not have to pay this at all, I understand someone needs to pay it and I know my former landlord will not. I truly appreciate any effort on this issue.",6
417,Mortgage,"On XX/XX/XXXX, I submitted a query through XXXX XXXX for a cash out refinance. The first lender I spoke to was Supreme Lending who offered one of the lowest rates and also noted I would not need an appraisal, which was part of the reason I chose to work with them. I told the loan officer if they could match the lower rate that came through with another lender I would refinance with Supreme. After a day, he confirmed I would get the lower rate ( though he did not mention I had to buy down to that rate until a later time ). 

On XX/XX/XXXX, the loan officer emailed saying we didnt get approval not to do an appraisal. This was the first time it was mentioned no appraisal would require an approval. In that email, he also told me we would get the fee waived and if not hed make up for it. I paid {$720.00} for an appraisal that took place on XX/XX/XXXX. 

On XX/XX/XXXX, the loan officer told me to make up for the issues with no waiver my first payment would be pushed to XXXX instead of XXXX. He explained this would happen via a refund check through over payment of my old mortgage. 

I closed on XX/XX/XXXX and he assured me that morning prior to signing that Id receive a refund check covering my first full payment long before my due date in XXXX. 

On XX/XX/XXXX, I had no check and emailed asking the loan XXXX the status of my refund check since I received notice Supreme had already sold my mortgage. He called and stated I needed to wait until 3 full weeks from funding had passed and that would be XX/XX/XXXX. 

As of XX/XX/XXXX I still had no check. I emailed again. He told me he was out of office but looking into it the next day when he returned. 

On XX/XX/XXXX, he called to say he was escalating it and would update me the next day. On XX/XX/XXXX, I emailed asking for an update since I had not heard any update. I received no response and emailed again on XX/XX/XXXX letting him know I would be reporting and escalating the issue myself if not resolved before the XX/XX/XXXX holiday. 

After all the communication of the past two months ensuring me things would be handled, the loan officer then told me on XX/XX/XXXX, the day my first payment was due, that Supreme had to pay more for my old mortgage because the former mortgage company increased the pay off amount and there was no overage to provide me a refund That was not true as they actually decreased the pay off amount originally provided and confirmed that when I called them on XX/XX/XXXX. 

I emailed the loan officer the exact summary above on XX/XX/XXXX. He replied that he'd forward my email to the "" powers that be '' and has not provided any update. He has called but left no voicemail. He emailed to say to call him but provided no details. I informed him he could provide an update via email. He has not done so. 

The entire experience and misleading information around not needing an appraisal and then assuring I'd be made whole is deceptive practice by Supreme Lending to obtain business.",4
418,Credit card or prepaid card,"I received in the mail an unsolicited and unwanted credit card, apparently affiliated with a timeshare. I did not activate the card. 
I was shocked to subsequently receive a billing statement in XXXX albeit with XXXX  due amount. I called the company to ascertain what exactly happened. I notified the company, Barclay bank that I neither was informed of any credit card application ; nor authorized ; nor signed any application. 
I spoke to five different employees, one twice ( XXXX ) in Customer Service, Fraud, and a Supervisor. I was appalled to learn Barclays perspective - that the timeshare company ( Wyndham  ) has the opinion I authorized the card. 
Not only have I received negative impact to my credit score by issuing this card fraudulently, cancelling it becomes another adverse credit event. This is unacceptable, and I seek your assistance to rectify this atrocious conduct.",2
419,"Credit reporting, credit repair services, or other personal consumer reports","On XX/XX/2019, I went to use my XXXX XXXX card, the merchant refused to take my card stating it has been reported as stolen. I looked at my XXXX   credit report, which has dropped points on my report - and in fact, card shows stolen. I contacted the credit card company. They opened an investigation as it shows I has reported the card stolen. It told them that was not the case. As a result of investigation, they concluded that Equifax has reported the card stolen, put a 90 days hold in my account, and took points off my report. I submitted a dispute with Equifax, but because I did not chose to pay for their services, I am unable to retrieve my report. They keep sending me emails telling me to get my report. To my surprised, the site has been down for three weeks. I attached a copy of this. I called them to no help. They claimed they could not figure out who I was after their questions where not understood. Ex : you have a bank loan? I asked which loan - they said we can't identified you. I have more than one bank loan. 
I emailed them, they asked me to email a bogus email address, who stated they did not handle reports. Everyday, I try to enter the site and I still can't get my report. So this situation has created stress plus I continue to see incorrect information in my report.",1
420,Mortgage,"My loan was transferred to a new company ( Mid America Mortgage ) last XXXX and Payments that I had already made to the previous loan servicer for XXXX and XXXX ( XXXX  ) were taken out of my bank account, but not applied to my mortgage. Since then, the new company is stating that I am delinquent on my account and will not allow me to make on-line payments or take a payment over the phone, however payments I have mailed for XXXX and XXXX have not been cashed. They are stating it's my responsibility to provide that I have paid them before they will "" move any farther '' on my account. I have provided bank statements for XXXX and XXXX showing the payments taken out of my bank account, but there is no way to "" prove '' that I sent the XXXX and XXXX payments other than copy of my check register. 

I have tried to call them multiple times over the past two months, but wait on hold for excess of 2 hours being told I am "" 10th in que '' ( for two hours ) or "" next in que '' for over an hour, then the call is disconnected. When I select the "" schedule a call back, and you will not lose your place in line '' option, no one ever calls back. 

A representative from the company called me today to tell me I was four months behind on payment, and when I offered to pay it all on the phone, he said he "" could not do that until this is resolved. '' When I offered that paying it would "" resolve it, '' he stated he could not do that, and I needed to email them "" proof '' that I have made my payments. 

I am concerned that this will eventually lead to them trying to foreclose on my home, despite me trying multiple ways to pay my monthly mortgage.",4
421,Debt collection,"About a year and a half ago I purchased a membership to XXXX over Texas. I paid off the membership, and have provided proof to the debt company that it has been paid off. I have been harassed for months about this issue. I have issued verbal and written statements that they are not allowed to call me again, that the debt was paid, and that they have received proof of payment. They have acknowledged all of this, yet they continue to call, sometimes multiple times a day, and harass me at home and at school. They have used intimidation tactics, such as saying if I do not pay the debt in full they will destroy my credit. They have talked to my father, invading my privacy and causing emotional and social stress. They have not, as they said they would, sent me proof that the debt is owed. It has been more than 30 days. They are being fraudulent and negligent. They have reported it, falsely, and it is impacting my credit negatively and harming my ability to take out loans to pay for college and get an apartment.",6
422,"Credit reporting, credit repair services, or other personal consumer reports","XX/XX/19 XXXX XXXX XXXX XXXX XXXX XXXX. XXXX . XXXX XXXX Arkansas, XXXX TransUnion Consumer Relations XXXX XXXX XXXX XXXX, PA XXXX To TransUnion Dispute Department/Re : Investigation I recently received your intimidating response letter regarding this recent investigation results confirmation that is above. In where you stated that the results from that investigation has been completed. '' As a result of your findings. Im formally requesting the following documents specifically. 

Please send me the full arrangement ie, the 1. Contract with my signatures on it that says that 3rd parties are allowed to have my information that Id signed off on. Of which I know for certain that it doesnt exist because its not my debt for the following accounts below : DELETEXX/XX/XXXX XXXX XXXX XXXX Or Delete It! 
XXXX XXXX XXXX XXXX Or Delete It! 
"" DELETE XX/XX/XXXXXXXX '' Or Delete It! 

Richardson v. Equifax Information Services, LLC et al, Cushman Vs  TransUnion, and Stefferson Vs Experian. All the courts merely said that The Credit Bureaus Can Not pair information from the Creditors and Collectors.  They have to do and conduct a reasonable investigation on their own. Which means that they cant just use the XXXX System because its not considered reasonable. They can not just say that we went to the Creditor and/or Collectors and got this information and they just say that its verified and we can say that its verified. No! 

I'm sure that you are aware that the FCRA, allows damages up to {$1000.00} per each violation. 

And send me another credit report. 
I've included the official letter with the disputed items listed on them.",1
428,"Credit reporting, credit repair services, or other personal consumer reports","I received a copy of my credit report at the end of XXXX that showed that XXXX shows that I was late on my student loan payment for the Month of XXXX, XXXX and XXXX. I spoke to rep who state I needed to upload supporting documentation to all three of the bureaus and they will review the info and make corrections where needed. XXXX  and XXXX within 2 business days everything had been reviewed and the delinquencies had been removed from my credit report. I waited 30 days with Transunion spoke with a Manager by the name of XXXX XXXX  on two different occasion who stated they received the documentation and the he would go away and make the needed the needed corrections. He did and 30 days later they were back on my credit report, I spoke to him again and he stated yes, I have all your documentation and we will go ahead and remove the information again. It has now been over 60 days and I'm still fighting with Transunion to remove the items as they not correct. I spoke with Manager XXXX at Transunion and he stated he would remove the items again, but I'm getting really frustrated with the fact that each month I have to call and ask them to remove the items as they aren't correct and it's causing me many problems as I am the process of purchasing home. I have worked too hard to keep my credit in good standings and to have inaccurate information reporting is costing me time and money during the home buying process.",1
429,"Credit reporting, credit repair services, or other personal consumer reports","This is the third time I have complained about this account on my credit report it is not accurate and was never verified according to the FCRA guidelines XXXX please remove the following account they are not accurate : XXXX/XXXX # XXXX****, XXXX XXXX # XXXX****,  XXXX/XXXX # XXXX****, OHIO XXXX XXXX XXXX # XXXX. I intend to pursue litigation in accordance with the FCRA to seek relief and recover all monetary damages that I may be entitled to under Section 616 and Section 617 if the UNVERIFIED items listed below are not deleted immediately",1
430,"Credit reporting, credit repair services, or other personal consumer reports",I am a victim of fraud,1
432,"Credit reporting, credit repair services, or other personal consumer reports","Good afternoon, This has been an ongoing battle between XXXX  and Equifax and the student loans servicer XXXX and how the final outcome of my loans are now being handled. Although my loans were in collections for quite some time due to the fact that my health continues to keep me from entering the workforce. Finally the best opportunity to take care of my outstanding students and I had acted accordingly. To me this process was cut and dry, routinely pay the monthly bill until the loan is in good standing and then do whatever I needed to do to make these loans "" paid in full ''. What I thought was going to be a very simple process ended up being the most frustrating and ludicrous endeavor but not because of anything I was doing. Once the loans were starting to get paid down I was seeing all types of alerts from XXXX  and Equifax. Account monthly payment made. While this process carried on monthly I was seeing other updates and alerts. One was account no longer current or accounts 60 days current now deragatory. I was in routine contact with XXXX and was told that nothing should be happening! We have not released any information on these loans yet! I was told to contact the original loan provider and ask what is going on and I was told that this is the process but once everything is final all this deragatory information will be irrelevant! No, that is not how things were transpiring or were supposed to transpire and I was caught in the middle of all this watching my credit score fluctuating weekly by hundreds of points. These agencies have reported all types of inaccurate information that I have to keep mounting disputes over. Of the 33 records on file in regards to my student loans there's a hodgepodge of different types of scenarios. Seven of the thirty-three records are being reported as outright charge offs! They are basically reporting that they have been unable to recover these accounts when in fact they are just normal transfers! I make every attempt to bring this to the credit reporting agencies to dispute these deragatory charge offs and they refuse to dispute them. They tell me to contact original lender. After speaking to XXXX XXXX and getting nowhere I again contact the reporting agencies and they tell me that I have to take this up with the original lender. So while this is going on a huge portion of my XXXX check over six months to secure the fact that all my student loans were getting at least the bare minimum each month so they all will be in good standing before executing the pay offs.I was already told by an individual at the XXXX  XXXX that if the money was not applied properly than there's nothing that can be done about a loan getting the monthly payment. They have a word for that, it's called theft! 
The last situation that has now sent my credit score back to the basement is a student loan that had a different label attached to it unlike the others. This loan has XXXX University in the title and is now back again on my credit report sending it down to the bottom of this bottomless pit! This loan also was paid routinely every month until it was in good standing and then paid in full! There's nothing else deragatory on my credit reports. This isn't that complicated and I am tired of XXXX  and Equifax not reporting my information correctly. This XXXX University account has been disputed three times now and in a week or so it's back and every time it comes back it destroys my credit worth that much more!",1
434,"Credit reporting, credit repair services, or other personal consumer reports","My auto insurance agency notified me they were unable to review my coverage because TransUnion was providing address information contrary to all other records. I attempted to get a copy of my credit record via telephone ; after 10 minutes of pushing buttons and listening to voice prompts the automated voicemail system tells me it can't release any information because my data does not match theirs. It directs me to the TransUnion website, which I must register with to obtain any information. What was not disclosed was registration to the TransUnion website automatically sucks {$27.00} out of your checking account and signs you up at monthly membership rates. What I thought was going to give me a free copy of my credit report was a deception. The subscription fees may have been hidden in the fine print in the link at the bottom of the registration page, I certainly never found it. 

Short version : TransUnion created a situation with my car insurance that they refused to fix or even give any details about until they extorted {$27.00} from the victim of their misinformation. Being a XXXX person on a very limited income, I can't afford to let this slide.",1
435,"Credit reporting, credit repair services, or other personal consumer reports","I recently submitted a request for investigation of a which you refused. I submitted enough information for you to carry out a reasonable investigation of my dispute, since you obviously did not investigate this account thoroughly enough the last time I submitted one. They have already verified one of these fraudulent accounts and has removed that account. They have stated when I have called them, that they have contacted your agency numerous times to have the other account removed to no avail, often noting unreasonable hold times to get through to the fraud department. XXXX  will also not allow me to do these disputes online. 

If you had investigated properly, rather than use your XXXX system, you would have known, that not only have ever been late on this account, but that I am not the owner of this account, though your company claims to have verified this. 

It is at this time that I will point out that in XXXX XXXX XXXX, XXXX v. XXXX ( XXXX  ),  and XXXX v. XXXX, Equifax, et al, the courts ruled each and every time that the CRA couldn't merely "" parrot '' information from the creditors and collection agencies ... that they have to conduct an independent REASONABLE investigation to ensure the validity of the debt and the honesty/integrity of the creditor/CA in question. Sending out a generic form through the XXXX  system that does not even contain my reasons for the dispute is not reasonable. 

Additionally, the following accounts do not belong to me and have been removed by the other credit bureaus and deemed fraudulent : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX  If you do not initiate an investigation regarding my dispute, as is my right under the Fair Credit Reporting Act, I will have to take legal action to protect my credit rating and myself. As Im sure you are aware, each violation of the Fair Credit Reporting Act allows damages of {$1000.00} should this matter end up in court.",1
438,Mortgage,"DITECH is committing mortgage fraud. DITECH is printing two invoices, from my account, in a single 30 day period with erroneous data. One invoice shows my payment on time and the second one does not. They use the second invoice to show the credit bureaus I did not make a payment, when in fact I have made the payment on time and in whole. DITECH is causing me harm and others like me. I want DITECH to provide to the CFPB what month I was late with invoices and bank statements, and I will show the bank statement and DITECH invoice that shows every single payment on time for the past 12+ years. Due to the fact, I have never missed a payment nor have I never not sent the whole amount as per the mortgage contract. DITECH is attempting to seize my property which has a large amount of equity and remove me from my home of 12+ years. DITECH 's reputation proceeds them as a crooked and fraudulent mortgage company. They are no better then countrywide, green tree and other crooked mortgage providers.",4
439,"Credit reporting, credit repair services, or other personal consumer reports","I have been in a dispute process since XX/XX/2017. The law has not been followed, instead broken, by the credit bureaus while the paying creditors have unlawfully submitted entries on my credit profile without my consent. The law clearly states that my original signature on an original creditors agreement is the only proof that can be provided showing my permission to access and report payment activity. You have NOT provided me a copy of ANY original documentation required under Section 609 ( a ) ( 1 ) ( A ) & Section 611 ( a ) ( 1 ) ( A ) ( a consumer contract with my signature on it ) and under Section 611 ( 5 ) ( A ) of the FCRA you are required to promptly DELETE all information which can not be verified. The law is very clear as to the Civil liability and the remedy available to me for negligent noncompliance ( Section 617 ) if you fail to comply. I am a litigious consumer and fully intend on pursuing litigation in this matter to enforce my rights under the FCRA.

I demand the following accounts be verified or deleted immediately.

The disputed XXXX XXXX XXXX account number XXXX, XXXX XXXX account number XXXX, XXXX XXXX account number XXXX, XXXX, XXXX, XXXX, XXXX, XXXX and XXXX XXXX XXXX XXXX   account number XXXX and XXXX XXXX XXXX account number XXXX and XXXX XXXX XXXX account number XXXX have not provided the documentation that is required by law showing my original signature. XXXX, XXXX, and Transunion are not in compliance with the above referenced laws therefore I demand full removal of these accounts as well.",1
440,"Credit reporting, credit repair services, or other personal consumer reports","I am a Victim of Identity Theft. I have sent supporting documentation to XXXX, XXXX AND TRANSUNION but they ARE NOT removing and/or blocking the FRAUDULENT ITEMS from being reported to my Credit Report. Will you PLEASE forward my supporting documents to these companies and have them REMOVE the FRAUDULENT items from my report? 
** I fully intend on seeking legal actions due to their negligence ** The following Items have been submitted numerous times : Valid ID Copy SSN Proof of Address Police Report - local Police Report - federal List of Fraudulent items in reports FCRA 605B form",1
443,Credit card or prepaid card,"In XXXX I applied for a loan on line asking for XXXX. To pay off loan I have with XXXX acct # XXXX XXXX. ( the first 8 numbers are x out ) because the interest was 12.5 % Soon after I applied I received an email saying Congratulations your loan was approved. 
I received no other correspondence until I received a bill on XXXX XXXX 2020 with the details if the loan. 
This was the first time I saw the terms and amount of the loan which turned out to be a credit card sponsored by my credit union XXXX and was a credit card not a loan. Acct # XXXX XXXX XXXX XXXX XXXX called First Bank that day. I asked why they were only paying XXXX. They said that in the fine print of the application it says they have the right to decide the amount of the credit. 
I explained that I did not agree to XXXX. I needed XXXX. 
They said well it's too late because the check had already been sent to XXXX. 
I tried again to explain that I did not agree to XXXX and I do not agree to your terms. 
I ask if the check had been cashed and they said no. So I asked them to place a stop payment on that check they mailed to XXXX on XXXX. 
They said the couldn't stop pay on a check until 21 days had passed after the date of mailings I tried to explain that that rule is for when a check had not been received. 
I was unable to speak to anyone in accounting who would know what a stop payment ment and how to implement that process. 
I sent letters, I called several times but all I got was a letter saying they had the right to choose the amount of credit. 
No answer to the fact they did not seek my approval for that amount and the fact I never agreed to their terms. 
I see this as a fraud. Get people to apply for a loan, give no info on the amount or terms and only allow them to speak to customer service who is not equipped to handle these issues. 
I wrote a letter, sent back the statements with notes but they refused to intelligently address the issue. 
What I need now is to have First Bank remove their reporting to the top 3 credit reporting agencies.FYIi XXXX cashed the check on XXXX",2
445,"Credit reporting, credit repair services, or other personal consumer reports","XXXX XXXX is reporting a balance that is incorrect and has been incorrect, going on 30 days now. I have contacted them and the credit reporting agencies and have not gotten anywhere.",1
446,"Credit reporting, credit repair services, or other personal consumer reports","XXXX continues to report a charge off from 2015 on my 3 credit bureaus in excess of {$1100.00}, I have disputed this with all 3 bureaus and the company over the phone and in writing. The account was taken out online and they do not have any proof it was me. No copy of my drivers license or signature. I did not take out this account. I have done all I can to get the situation corrected. Please help.",1
447,Checking or savings account,"On Friday, XX/XX/2018, an unauthorized Debit transaction for {$8500.00} was posted to my bank account. Since I am notified immediately of any transactions that occur in my bank account, I then drove to the local branch of the bank. with the intention of closing that account and opening a new XXXX. However, when the bank found that the unauthorized transaction had occurred, they abruptly closed my account and gave me a check for the balance left in the account, LESS the {$8500.00} that was taken illegally. They also infomrmed me that they could not, and would not open a new account for my business.. 
This unauthorized transaction was done by a former member of my XXXX at another branch of the bank where he knows the XXXX XXXX. 
I had already emailed her on XX/XX/2018, attaching my official Annual Report for 2018 that I filed with the North Carolina XXXX of XXXX XXXX showing that I was the sole member of the XXXX and requested her to remove said former partner from my bank account. 
This branch bank XXXX intentionally avoided removing my former partner from the company bank account ; then deliberately avoided processing new Bank signature cards that were signed on XX/XX/2018 that specifically showed that the former partner was Not permitted access to my company bank account. I am quite certain that she also infomed my former partner that I was going to close the bank account so he hurried to his local branch bank and made the illegal withdrawal. 
I hold both the banking institution and the XXXX XXXX liable for reimbursement of {$8500.00} plus damages that have occurred, limiting my business operations and generally causing a great amount of despair.",7
448,"Credit reporting, credit repair services, or other personal consumer reports","I am very concerned about the validity and accuracy of the recent investigation done by Transunion. I requested for an investigation because the accounts have nothing to do with me. I am a victim of identity theft and the accounts are not my responsibility. Transunion failed to give me the result of their investigation. I assume they were unable to verify it. The error has affected my credit score tremendously. CFPB please step up and delete this ASAP, this is very exhausting, nobody wants to grant me a loan because of this. 

XXXX/XXXX  XXXX, XXXX/XXXX  XXXX and XXXX  XXXX",1
449,Student loan,"According to Earnest, "" Earnest updates rates on the first of the month, according to the 1-month LIBOR figure published on the XXXX of the prior month in the XXXX XXXX XXXX. '' XXXX XXXX XXXX However, the interest rates I am being charged on my variable loan do not at all correspond to changes in LIBOR. 

Earnest has calculated my interest rates as follows : Start Date End Date Interest Rate XX/XX/XXXX XX/XX/XXXX 5.400 % XX/XX/XXXX XX/XX/XXXX 5.430 % XX/XX/XXXX XX/XX/XXXX 5.610 % XX/XX/XXXX XX/XX/XXXX 5.590 % XX/XX/XXXX XX/XX/XXXX 5.600 % XX/XX/XXXX XX/XX/XXXX 5.590 % XX/XX/XXXX XX/XX/XXXX 5.530 % XX/XX/XXXX XX/XX/XXXX 5.510 % XX/XX/XXXX XX/XX/XXXX 5.370 % XX/XX/XXXX XX/XX/XXXX 5.240 % However, the published rates for LIBOR on the XXXX of each month, or the next business day are as follows : XX/XX/XXXX - 2.52 XX/XX/XXXX - 2.5 ( -.02 ) XX/XX/XXXX - 2.48 ( -.02 ) XX/XX/XXXX - 2.49 ( .01 ) XX/XX/XXXX - 2.48 ( -.01 ) XX/XX/XXXX - 2.43 ( -.05 ) XX/XX/XXXX - 2.40 ( -.03 ) XX/XX/XXXX - 2.24 ( -.16 ) XX/XX/XXXX - 2.12 (  -.12 ) Based on the published LIBOR rates, my interest rates should have been : XX/XX/XXXX - 5.61 XX/XX/XXXX - 5.59 ( -.02 ) XX/XX/XXXX- 5.57 ( -.02 ) XX/XX/XXXX - 5.58 ( -.01 ) XX/XX/XXXX - 5.57 ( -.01 ) XX/XX/XXXX - 5.52 ( -.05 ) XX/XX/XXXX - 5.49 ( -.03 ) XX/XX/XXXX - 5.33 ( -.16 ) XX/XX/XXXX - 5.21 ( -.12 ) I have contacted Earnest numerous times asking for an explanation of the discrepancy and have yet to receive any meaningful response.",8
450,Student loan,"I attended XXXX XXXX XXXX XX/XX/XXXXto late XX/XX/XXXX. I recently received a collection notice from XXXX XXXX saying that I owed {$8600.00} for a student loan taken out through XXXX XXXX XXXX through XXXX without my knowledge. I never signed for this loan, I never took this loan out and if they have anything saying I did, it was fraudulently taken out. I have never received any bills or correspondence regarding this bill until I got this collection notice in the mail. I am not the only student from XXXX XXXX that has this issue with XXXX XXXX. I am dealing with the XXXX XXXX right now for the Federal loans that I have ( they are in forbearance ), due to the fraudulent activities, lies and coercion I encountered while dealing with XXXX XXXX. I was lied to and told that I could transfer credits, I would be placed in a high paying position and I was told if I didn't sign up asap, the cost of the program was going to sky rocket. They had subpar equipment, subpar teachers and they told me they were accredited. I am not responsible for this loan ... I also did not finish the program, so how in the world did they manage to get {$52000.00} from me??? I have also contacted XXXX regarding the lawsuit that was filed against XXXX XXXX XXXX - XXXX XXXX XXXX XXXX. There is also a lawsuit that was filed against XXXX XXXX - Case No. : XXXX, filed in the US Bankruptcy Curt for the XXXX XXXX of Indiana, XXXX Division. This lawsuit covers all XXXX XXXX students.",8
451,"Credit reporting, credit repair services, or other personal consumer reports","Curious about my credit score, I obtained a copy of my credit report. Upon examination of the report, I noticed that there were some inaccurate items that should not be there. 

After sending certified, return receipt letters on XX/XX/18 ( which were received on XX/XX/18 ), reporting that there were inaccuracies on my credit report from XXXX XXXX XXXX XXXX, account # : XXXX, claiming that I owe {$8100.00}, I requested that I would like some type of verification bearing my signature. I never received any type of verification of any kind. All that was sent to me was a letter saying that the supposed debt had been verified and that it was accurate according to them. 

Waiting over 30 days ( which is how long that is legally allowed to verify any disputes ), I then sent another letter on XX/XX/18, which was received on XX/XX/18 ( again, certified with return receipt ), stating that I had still not received verification of any kind, let alone any type of verification that was bearing my signature, as I had requested. Upon checking my credit report, the non-verified, inaccurate item is still on my credit report, causing a negative effect on my credit score, as well as public humiliation throughout my local community. Since no verification of any kind has ever been sent to me or provided, I am seeking that this particular inaccurate claim is removed immediately. 

Not only has no information bearing my signature ever been provided when requested, but is also Violations of the Fair Credit Reporting Act - including but not limited to Section 611, such as : -FCRA, Section 611 ( a ) ( 1 ) ( A ) -FCRA, Section 611 ( a ) ( 6 ) and ( 7 ) Depending upon how this matter is handled, I will also be detailing any potential issues via an online public press release, including any documentation of potential small claims action.",1
452,"Credit reporting, credit repair services, or other personal consumer reports","In XX/XX/XXXX, XXXX reported a collection account under my name for a XXXX past due invoice from XX/XX/XXXX. I filed a dispute with XXXX XX/XX/XXXX, and received the result on XX/XX/XXXX stating the account belonged to me which is false. 
1 ) I contacted the collection agency on XX/XX/XXXX : XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX MN XXXX : ( XXXX ) XXXX, and they told me I needed to speak to XXXX to resolve it. 
2 ) I filed a XXXX dispute on XX/XX/XXXX : XXXX Fraud Management OCA Dispute XXXX XXXX XXXX XXXX XXXX XXXX, KS XXXX 3 ) I filed a police report on XX/XX/XXXX. 
4 ) I tried to reach XXXX for removal of the incorrect information on XX/XX/XXXX but the phone number listed in their web site is incorrect : XXXX After 3 weeks of working with different parties, the wrong information is still being reported by XXXX for the fraudulent XXXX account.",1
453,Credit card or prepaid card,"I applied for the Chase Freedom Account online and I was approved. I received the card in the mail with instructions on how to verify the card. When I logged on to verify and activate the card, I was unable to do so. Instead I was told to call. I called several time each time connected overseas and no one knew why I could not activate my new card and told me to call back. I kept calling back. I still have no idea what is happening or why I can not activate the new card. One of the reps said something about the account being closed, but could not say why.

I am elderly and can't understand what these people are saying on the phone. They talk way to fast for me and they are not taking the time to listen or explain to me what is happening that I can't activate my card.",2
454,"Credit reporting, credit repair services, or other personal consumer reports","My complaint is specifically with Experian. First of all it is impossible to talk to a human being, I tried several times and even tried a hack on the Internet ( pushing XXXX instead of XXXX ) and none of them work. I tried to temporarily lift a freeze on my bureau so I could apply for a loan. I tried online and it refuses to accept my User Name and Password ( I know it is correct because I wrote it down and place in my safe when I put the freeze on ). When I ask to have my user name emailed to me it accepts but I never receive the email ( requested XXXX times over the past 12 hours ). I call the "" Customer Service '' number and I get a machine. The machine permanently removed the freeze instead of temporarily suspending it. I tried to fix and since it is impossible to talk to a person I was unable to do so. This company needs to be put on your hit list to fine billions of dollars like you do the banks! At least banks have a customer service department that tries to actually help their customers. Credit Bureau 's seem to think they are immune to any sort of responsibility to their customers! This has got to stop!",1
